Job Title,Job Salary,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role,min_salary,max_salary,avg_salary,min_experience,max_experience
 Vacancy for Financial Sector for Sales Executive in Kolkata,"1,00,000-2,00,000pa.",0 - 3 yrs, Sales Executive Activities Fiemptycial Sector Sales,Retail Sales,Kolkata,Sales ,Banking,Sales Executive/Officer,10.0,20.0,15,0,3
 Food Packing - Dish out Commi - (flight Catering),"1,00,000-2,00,000pa.",0 - 5 yrs, food packing,Food & Beverage,Hyderabad,Hotels ,Travel ,Commis,10.0,20.0,15,0,5
 Customer Service Executive,"1,00,000-2,00,000pa.",0 - 1 yrs, customer relation inbound process inbound calls customer care english hindi customer support,Voice,Bengaluru,ITES ,BPO,Telecalling/Telemarketing Executive,10.0,20.0,15,0,1
 Urgently Required Account Assistant,"1,00,000-2,00,000pa.",1 - 2 yrs, daily accounting tally ms office bcom salary accounting entries Documentation,Accounts,Delhi ,Accounts ,Education,Accounts Executive/Accountant,10.0,20.0,15,1,2
 Walk In Drive For B Pharm & Msc Freshers For QC Dept.,"1,00,000-2,00,000pa.",0 - 1 yrs, MSC,Other,Hyderabad,Production ,Pharma,Fresher,10.0,20.0,15,0,1
 Job Opening of Subject Matter Expert( Biology),"1,00,000-2,00,000pa.",1 - 2 yrs, Subject Matter Expertise Biology SME Subject Matter Expert,Programming & Design,Noida,IT Software ,IT,Software Developer,10.0,20.0,15,1,2
 Sales Executive Required For Logistics/transport Company ,"1,00,000-2,00,000pa.",1 - 6 yrs, Transportation Distribution Customer Satisfaction logistics Business Development Supply Chain Management Logistics Management warehouse Shipping Line Sales Executive Activities,Retail Sales,Kolkata,Sales ,Courier,Sales Executive/Officer,10.0,20.0,15,1,6
 Asp.net Developer,"1,00,000-2,00,000pa.",0 - 2 yrs, Software Development Unit Testing Test Data ASPNet,Programming & Design,Mumbai,IT Software ,IT,Software Developer,10.0,20.0,15,0,2
 Walk In Interview - FTC DEO / Supervisor (bhiwandi - Mankoli Naka),"1,00,000-2,00,000pa.",1 - 6 yrs, Logistics Warehouse Data Entry Operation Invoicing Excel GRN Supply Chain Solutions Delivery Challan Sap Is Physical Verification,Logistics,Mumbai,Supply Chain ,Courier,Store Keeper/Warehouse Assistant,10.0,20.0,15,1,6
" Office Assistant Data Entry Operator,","1,00,000-2,00,000pa.",0 - 4 yrs, Accounting Taxation Back Office Billing ERP Excel Word Data Entry,Accounts,Pune ,Accounts ,Retail,Accounts Executive/Accountant,10.0,20.0,15,0,4
 Front Office Receptionist cum Admin Assistant,"1,00,000-2,00,000pa.",1 - 6 yrs, HR Administration Front Office Receptionist Activities Administrative Assistance admin assistance Receptionist Front Desk Front Desk Officer,Other,Pune,HR ,IT,Other,10.0,20.0,15,1,6
 Jr Data Analyst,"1,00,000-2,00,000pa.",1 - 6 yrs, Data Analysis,Analytics & BI,Kolkata,Analytics & Business Intelligence,IT,Data Analyst,10.0,20.0,15,1,6
 Corporate Marketing - Branding & Relation @ Urgent Joining,"1,00,000-2,00,000pa.",0 - 3 yrs, business technology mba sales journalism marketing b2b pgdm isc btech communication icse cbse,Marketing Research,Kolkata,Marketing ,Recruitment,Marketing Research Executive/Manager,10.0,20.0,15,0,3
 Telecaller Executive - All-ways Logistics - Bangalore (banasvadi).,"1,00,000-2,00,000pa.",0 - 1 yrs, Telecalling Tele Caller,Voice,Bengaluru,ITES ,Export,Telecalling/Telemarketing Executive,10.0,20.0,15,0,1
 Network Engineer (server Department),"1,00,000-2,00,000pa.",1 - 4 yrs, networking switching vpn network engineering network mainteemptyce server os operating system windows 8 lan wan Routing,Admin,Kolkata,IT Software ,IT,IT/Networking-Manager,10.0,20.0,15,1,4
 MEGA Walkin -software Fresher Trainee - WALK IN,"1,00,000-2,00,000pa.",0 - 0 yrs, Application Development computer software freshers trainee software freshers programming,Other,Bengaluru,IT Software ,IT,Trainee,10.0,20.0,15,0,0
 Customer Care Executive,"1,00,000-2,00,000pa.",0 - 2 yrs, Inbound Process Communication Skills voice based process Calling inbound customer service customer service executive customer service representative csr Domestic Calling Domestic BPO call center executive Inbound Calls outbound calls,Voice,Gurgaon,ITES ,BPO,Associate/Senior Associate -(NonTechnical),10.0,20.0,15,0,2
 Digital Marketing Executive Immediate Hiring,"1,00,000-2,00,000pa.",1 - 3 yrs, SEO Analysis digital sales advertisement sales Youtube Google AdWords Digital Marketing SEM Facebook Marketing SEO,Marketing,Hyderabad,Marketing ,Education,Direct Marketing Executive,10.0,20.0,15,1,3
 Showroom / Roaming / Outstation Sales Executives.,"1,00,000-2,00,000pa.",2 - 7 yrs, business development sales executive fmcg sales channel sales counter sales showroom sales corporate sales counter sales executive dealer sales dealer network development outbound sales Upselling,Retail Sales,Hyderabad,Sales ,Electricals,Sales Executive/Officer,10.0,20.0,15,2,7
 International Voice Process - Night Shift / UK Shift ,"1,00,000-2,00,000pa.",0 - 1 yrs, night shift domestic bpo verbal communication kannada engineering communication skill malayalam international voice process hindi english uk shift telugu,Voice,Chennai,ITES ,BPO,Associate/Senior Associate -(NonTechnical),10.0,20.0,15,0,1
 Urgent Requirement For Field Sales Executive,"1,00,000-2,00,000pa.",0 - 4 yrs, field sales,Retail Sales,Noida,Sales ,Internet,Sales Executive/Officer,10.0,20.0,15,0,4
 Education Counselor,"1,00,000-2,00,000pa.",1 - 3 yrs, counselling Student Counseling education counseling academics,Teachers,Hyderabad,Teaching ,Education,Counselor,10.0,20.0,15,1,3
 Sales Executive / Urgent Requirement / Banca Sales,"1,00,000-2,25,000pa.",1 - 3 yrs, BFSI Bancassurance Fiemptyce Banking agency sales BDM Sales Executive FMCG Sales Officer field sales banca sales marketing Marketing Manager b2b sales Sales Marketing Officer Insurance Relationship Manager ASM ARM direct sales,Retail Sales,Durgapur,Sales ,Insurance,Sales/Business Development Manager,10.0,22.5,16,1,3
 Looking For Production Executive -only Science Graduates.,"1,00,000-2,25,000pa.",0 - 2 yrs, manufacturing unit Manpower Planning factory Production manufacturing Daily Production Planning,nan,Bengaluru,Other,Other,Other,10.0,22.5,16,0,2
 Executive Sales & Marketing,"1,00,000-2,25,000pa.",1 - 3 yrs, sales & business development sales & marketing Sales Executive Activities Marketing,Retail Sales,Pune,Sales ,Oil and Gas,Sales Executive/Officer,10.0,22.5,16,1,3
 Customer Care Executive for Voice Process - Mumbai,"1,00,000-2,25,000pa.",0 - 2 yrs, Inbound Customer Care customer support cse cca customer care associate Retail Banking Travel Travel Process E - commerce Non Voice Process International Call Center international bpo voice process bpo ites,Voice,Mumbai,ITES ,BPO,Associate/Senior Associate -(NonTechnical),10.0,22.5,16,0,2
 Front Office Executive - Freshers,"1,00,000-2,25,000pa.",0 - 5 yrs, front office reception guest relations guest service Front Desk Front Office Executive receptionist,nan,Gurgaon,Executive Assistant ,Real Estate,Receptionist,10.0,22.5,16,0,5
 Sales Officer,"1,00,000-2,25,000pa.",1 - 3 yrs, casa relationship officer sales officer sales sales executive banking,Retail Sales,Mumbai,Sales ,Banking,Sales Executive/Officer,10.0,22.5,16,1,3
 Opening for Account /cost Accountant for Leading Packing Machine MNC C,"1,00,000-2,25,000pa.",1 - 6 yrs, cost accounting costing Accounting Accounts Payable Accounts Receivable Gst Taxation ACCOUNTANT cma icwa,Accounts,Hyderabad,Accounts ,Industrial Products,Cost Accountant,10.0,22.5,16,1,6
 Personal Assistant (female),"1,00,000-2,25,000pa.",0 - 4 yrs, Personal Assistance,nan,Mumbai,Other,Banking,Other,10.0,22.5,16,0,4
 Executive Customer Managment (3 Months Contract),"1,00,000-2,25,000pa.",0 - 2 yrs, fresher customer management key skills,Back Office,Pune,ITES ,BPO,Associate/Senior Associate -(NonTechnical),10.0,22.5,16,0,2
 Lab Technician - Hyderabad,"1,00,000-2,25,000pa.",1 - 2 yrs, Dmlt MLT,Medical Professional,Hyderabad,Medical ,Medical,Lab Technician/Medical Technician/Lab Staff,10.0,22.5,16,1,2
 Urgent openings For Accountant @Ashok Nagar,"1,00,000-2,25,000pa.",1 - 2 yrs, accounting tally,Accounts,Chennai,Accounts ,Accounting,Accounts Executive/Accountant,10.0,22.5,16,1,2
 AMC Executive - Hyderabad / Mumbai,"1,00,000-2,25,000pa.",2 - 5 yrs, amc payment followup Warranty,nan,Mumbai,Other,Consumer Electronics,Other,10.0,22.5,16,2,5
 Showroom Sales Executive (female) Sultanpur / Khan Market,"1,00,000-2,25,000pa.",1 - 5 yrs, Showroom Sales Sales Executive Activities Counter Sales retail sales,Retail Sales,Delhi NCR,Sales ,Electricals,Counter Sales,10.0,22.5,16,1,5
 Relationship Officer,"1,00,000-2,25,000pa.",0 - 2 yrs, relationship officer Relationship Manager relationship executive Sales Officer sales executive,Retail,Mumbai,Financial Services ,Banking,Sales Officer,10.0,22.5,16,0,2
 Telecom Voice Openings For Domestic bpo with sal upto 19k,"1,00,000-2,25,000pa.",0 - 4 yrs, bpo Malayalam Customer Service HINDI call center Inbound TELUGU Outbound tamil domestic voice process hgs voice support Technical Support Telecalling,Voice,Bengaluru,ITES ,BPO,Associate/Senior Associate -(Technical),10.0,22.5,16,0,4
 Desktop Support Engineer,"1,00,000-2,25,000pa.",0 - 3 yrs, end user support technical support hardware networking computer hardware mcsa desktop support printer support it helpdesk troubleshooting ccna,Admin,Bengaluru,IT Software ,IT,System Administrator,10.0,22.5,16,0,3
 International Voice Process,"1,00,000-2,25,000pa.",0 - 5 yrs, International Voice Process,Training,Hyderabad,ITES ,BPO,Technical/Process Trainer,10.0,22.5,16,0,5
 Opening for Assistant Manager (casa) in a Reputed Bank,"1,00,000-2,25,000pa.",1 - 3 yrs, Banking Insurance FD Casa Mutual Funds Sales Current Account saving account Sales Executive Sales Officer Field Executive field officer field sales officer,Retail Sales,Mumbai,Sales ,Banking,Sales Executive/Officer,10.0,22.5,16,1,3
 Graphic Designer (photoshop / Illustrator / Indesign ),"1,00,000-2,25,000pa.",1 - 4 yrs, Coral Draw photoshop illustrator Pagemaker Graphic Designing Print Media Adobe Illustrator indesign Web Designing Visualiser graphic designer ui designer user experience designer interaction designer,Programming & Design,Delhi NCR,IT Software ,IT,Graphic/Web Designer,10.0,22.5,16,1,4
 Senior Process Executive,"1,00,000-2,25,000pa.",1 - 2 yrs, tele sales outbound sales bpo tele caller Insurance Sales outbound calling,Corporate Sales,Hyderabad,Sales ,BPO,Sales Executive/Officer,10.0,22.5,16,1,2
 Hiring For Business Development Executive for Gold's Gym Dasarahalli,"1,00,000-2,25,000pa.",0 - 5 yrs, corporate sales business development promotions counter sales outbound sales outbound calling upselling cross selling retail branch banking retail outlets sales sales marketing,Retail Sales,Bengaluru ,Sales ,Wellness ,Counter Sales,10.0,22.5,16,0,5
 Hiring Fresher For Digital Marketing | Paragon Digital Services,"1,00,000-2,50,000pa.",0 - 1 yrs, Digital Marketing Fresher Mba Fresher,Other,Chennai,Marketing ,Advertising,Fresher,10.0,25.0,17,0,1
 Social Listening & Insights Analyst,"1,00,000-2,50,000pa.",0 - 2 yrs, Social Media Statistics,Analytics & BI,Bengaluru,Analytics & Business Intelligence,Advertising,Data Analyst,10.0,25.0,17,0,2
 Front Desk Executive // Leading Logistics Company // Dwarka (delhi)//f,"1,00,000-2,50,000pa.",0 - 5 yrs, Communication Skills front office executive Front Desk Front Office Inside Sales Sales Coordination Corporate Sales Office Coordination,nan,Delhi,Executive Assistant ,Courier,Secretary/PA,10.0,25.0,17,0,5
" Programming Tutor (C, C++, Java, Python, Magento) Required - Delhi","1,00,000-2,50,000pa.",0 - 5 yrs, C++ C computer trainer java computer teacher computer faculty programming Python,Teachers,Delhi NCR,Teaching ,Education,Teacher/ Private Tutor,10.0,25.0,17,0,5
 Pcs-accenture,"1,00,000-2,50,000pa.",0 - 0 yrs, Excel Documentation,Other,Bengaluru,ITES ,IT,Trainee,10.0,25.0,17,0,0
 HR Recruiter / Sr. Executive,"1,00,000-2,50,000pa.",1 - 4 yrs, Salary Lateral Hiring Domestic BPO HR KRA Interviewing Operations Recruitment,HR,Navi Mumbai,HR ,BPO,Recruitment Executive,10.0,25.0,17,1,4
 HR Executive,"1,00,000-2,50,000pa.",1 - 5 yrs, hr recruiter non it recruiter recruitment bpo recruitment recruiter,HR,Mumbai,HR ,Recruitment,HR Executive,10.0,25.0,17,1,5
 PHP Developer,"1,00,000-2,50,000pa.",1 - 3 yrs, Opencart MySQL Wordpress Magento Javascript PHP CakePHP Zend Joomla Codeigniter,Programming & Design,Chennai,IT Software ,IT,Software Developer,10.0,25.0,17,1,3
 Urgent Opening For Mobilizer-health Camp,"1,00,000-2,50,000pa.",3 - 4 yrs, Fixing Appointments Lab,Medical Professional,Delhi,Medical ,NGO,Lab Technician/Medical Technician/Lab Staff,10.0,25.0,17,3,4
 Opening for a Background Verification Client Coordiantor,"1,00,000-2,50,000pa.",1 - 4 yrs, client servicing client support background verification client coordination,Voice,Pune,ITES ,BPO,Associate/Senior Associate -(NonTechnical),10.0,25.0,17,1,4
 Excellent Openings For Call Centre Officer - Day Shift Job,"1,00,000-2,50,000pa.",0 - 5 yrs, voice process customer service hindi call center,Voice,Chennai,ITES ,BPO,Associate/Senior Associate -(NonTechnical),10.0,25.0,17,0,5
 Hiring Field Executives - Anna Nagar - Address Verification,"1,00,000-2,50,000pa.",0 - 5 yrs,empty,Voice,Chennai,ITES ,Other,Associate/Senior Associate -(NonTechnical),10.0,25.0,17,0,5
 Data Analyst ( Contract to Hire),"1,00,000-2,50,000pa.",0 - 3 yrs, voice BPO Bca fresher Backend data analysis Bba Fresher english book keeping communication,nan,Noida,Executive Assistant ,IT,Stenographer/Data Entry Operator,10.0,25.0,17,0,3
 Receptionist,"1,00,000-2,50,000pa.",0 - 4 yrs, receptionist activities,nan,Mumbai,Executive Assistant ,Banking,Receptionist,10.0,25.0,17,0,4
 Walkin For Sales Executive For SBI Bank,"1,00,000-2,50,000pa.",0 - 2 yrs, Sales Executive Activities,Retail Sales,Chennai,Sales ,Other,Sales Executive/Officer,10.0,25.0,17,0,2
 Urgent Opening For Accounts Payable and Accounts Receivable,"1,00,000-2,50,000pa.",1 - 3 yrs, accounts payable accounts receivable O2C P2P Ap ar,Finance,Pune,Accounts ,Accounting,Finance Executive,10.0,25.0,17,1,3
 Urgent Content / Article Writer in Kolkata,"1,00,000-2,50,000pa.",0 - 5 yrs, content development article writing content writing web content writing content editing content writer,Creative,Kolkata,Marketing ,Internet,Copywriter,10.0,25.0,17,0,5
 Junior Analyst - Trainee (only Male Candidate),"1,00,000-2,50,000pa.",0 - 1 yrs, mca fresher trainee ece fresher fresher Excel analyst btech ms office,Other,Chennai,ITES ,Advertising,Trainee,10.0,25.0,17,0,1
 Urgently Required HR Recruiter for IT Infrastructure Co.,"1,00,000-2,50,000pa.",1 - 3 yrs, recruitment hr recruiter recruitment executive sourcing specialist recruiter,HR,Bengaluru,HR ,Recruitment,Recruitment Executive,10.0,25.0,17,1,3
 Recruitment Consultant - Andheri West,"1,00,000-2,50,000pa.",1 - 3 yrs, interviewing screening hiring recruiter HR Consultant hr sourcing HR Recruiter staffing talent acquisition it recruitment recruitment consultant recruitment technical recruiter recruitment executive it recruiter,HR,Mumbai,HR ,Recruitment,Recruitment Executive,10.0,25.0,17,1,3
 Time Keeper,"1,00,000-2,50,000pa.",2 - 3 yrs, Time Keeping,Site Engineering,Noida,Site Engineering ,Real Estate,Construction-Specialty,10.0,25.0,17,2,3
 Telecalling / Telecounselling Executive,"1,00,000-2,50,000pa.",1 - 3 yrs, Digital Marketing Web Marketing Student Counseling Web Technologies,Sales Support,Bengaluru,Sales ,Education,Telesales/Telemarketing Executive/Officer,10.0,25.0,17,1,3
 Home Loan - Sales Officer,"1,00,000-2,50,000pa.",1 - 6 yrs, loan sales sales marketing bfsi fiemptycial banking insurance loan mortgage home loan lap mortgages credit card casa retail liabilities business development field sales direct sales retail sales fmcg sales,Retail Sales,Nasik,Sales ,Banking,Sales/Business Development Manager,10.0,25.0,17,1,6
 Urgent Vacancy For HR Recruiter (Non- IT) in 2COMS - Kolkata ,"1,00,000-2,50,000pa.",1 - 6 yrs, Non IT Recruiter Non IT Recruitment Lateral Hiring Non It recruiter Hiring Recruitment,HR,Kolkata,HR ,Recruitment,Recruitment Executive,10.0,25.0,17,1,6
 Motion Graphics Artist,"1,00,000-2,50,000pa.",0 - 2 yrs, Aftereffects Illustrator photoshop 2D Animator Adobe After Effects 2D Animation motion graphics,Programming & Design,Chandigarh,IT Software ,IT,Graphic/Web Designer,10.0,25.0,17,0,2
 Walkin Drive for Senior Telecaller - Bangalore,"1,00,000-2,50,000pa.",0 - 5 yrs, bpo voice process telecalling customer experience Telemarketing Domestic BPO Outbound Inbound Customer Support Customer Relationship Sales Executive Senior Sales Executive,Voice,Bengaluru,ITES ,BPO,Telecalling/Telemarketing Executive,10.0,25.0,17,0,5
 Admission Support Officer(tele Counselor),"1,00,000-2,50,000pa.",0 - 3 yrs, Voice sales Counselling Admissions Counsellor Education bpo Telecalling Telemarketing Inbound Outbound caller cce Fresher uk us sale business development bde lead generation counseling,Voice,Hyderabad,ITES ,BPO,Telecalling/Telemarketing Executive,10.0,25.0,17,0,3
" E-commerce Executive/catalogue Executive-,1-5years,andheri (sakinaka)","1,00,000-2,50,000pa.",1 - 5 yrs, Excel Cataloguing E - commerce,nan,Mumbai,Other,Internet,Other,10.0,25.0,17,1,5
 Urgent Sales Executive,"1,00,000-2,50,000pa.",3 - 7 yrs, Sales Executive Activities,Retail Sales,Kolkata,Sales ,Real Estate,Sales Executive/Officer,10.0,25.0,17,3,7
 Executive Sales & Marketing,"1,00,000-2,50,000pa.",1 - 5 yrs, Sales Executive Activities Marketing Business Development Corporate Sales Institutional Sales Dealer Network Channel Sales Distributor Sales Industrial Sales Sales,Retail Sales,Delhi NCR,Sales ,Chemicals,Sales Executive/Officer,10.0,25.0,17,1,5
 Desktop Support Engineer L2,"1,00,000-2,50,000pa.",1 - 2 yrs, Desktop Support desktop support engineer,Technical Support,Bengaluru,IT Hardware ,IT,Customer Support Engineer/Technician,10.0,25.0,17,1,2
 Hiring for Process Associate for Technical Support Profile,"1,00,000-2,50,000pa.",0 - 3 yrs, fresher bpo calling customer care voice cce cso csa,Voice,Delhi NCR,ITES ,BPO,Associate/Senior Associate -(Technical),10.0,25.0,17,0,3
 Tele Caller,"1,00,000-2,50,000pa.",0 - 1 yrs, english hindi,Voice,Mumbai,ITES ,BPO,Telecalling/Telemarketing Executive,10.0,25.0,17,0,1
